ID,Data
1,12.381120681997215
2,5.199562851213672
3,2.736263084443035
4,4.297917098305803
5,3.751466173786561
6,9.308716479114544
7,15.900980683693746
8,9.813755198887838
9,1.2954141522162737
10,4.048318958492548
11,8.402708563363642
12,7.495852630845588
13,1.331939843460845
14,8.20260692696607
15,2.907220541072975
16,10.898529283499366
17,13.74910199552486
18,14.268583376136403
19,14.852773961967335
20,3.5533777509099007
21,24.641818883396134
22,3.0216597894372677
23,2.091418170511854
24,4.244877607752389
25,2.4183911967106138
26,6.935444781902668
27,12.445437958141286
28,9.686101380799276
29,12.274994335082559
30,29.97692592840951
31,1.4958958803157114
32,20.496625966546855
33,8.390794767569714
34,5.48806355009453
35,7.818610781259984
36,2.430853994948325
37,7.478185644686413
38,4.288232777143562
39,1.0697652348896551
40,4.666396174932689
41,0.30594990503000313
42,9.829342526900856
43,6.386942832422332
44,5.475166632036258
45,2.072800236053708
46,15.943305261079612
47,3.4963974775741677
48,21.670196757035722
49,3.4773693709380056
50,10.508502658768654
51,18.42795041922965
52,0.5820563606913898
53,10.40864847159319
54,5.443357493938556
55,1.6230879137532845
56,13.841622224704315
57,3.7224631394182808
58,4.817911287823342
59,24.114460701020715
60,17.282371963181447
61,10.464872739116867
62,3.9218455772990226
63,4.522414411334055
64,1.7950046728990292
65,6.297905924611244
66,24.083390940667563
67,7.127775674935448
68,7.107534934771521
69,29.58252414691516
70,14.55598975798053
71,14.70912980358788
72,8.059008769907178
73,7.832768161926729
74,27.799988934560794
75,12.656375334351775
76,3.214083606306938
77,2.6674923016163588
78,2.02969271682399
79,2.264612980493826
80,3.842773400934057
81,4.227295427401586
82,0.3184159027623736
83,1.539198931556814
84,10.396759617989611
85,16.487301296268775
86,13.14656936574193
87,37.69813792498894
88,0.9827590076598375
89,6.354531208189091
90,7.33039651060868
91,6.8055349173033814
92,11.17986062143057
93,20.842153218871765
94,7.214971770760098
95,4.202127686638929
96,11.487458237707957
97,8.105682160831247
98,14.376709252786418
99,10.892957269112506
100,4.6449828629090595
101,9.188086539070484
102,6.887328718196232
103,10.66690538377395
104,6.838908729930547
105,7.823866785141478
106,1.0081639170642436
107,0.5667129311446896
108,7.038776449792125
109,7.503358124629959
110,14.714871537049723
111,7.382714436327157
112,5.853259847781227
113,0.4689100426698362
114,1.9239212821885552
115,5.129300000386564
116,3.5803388788535004
117,2.431561653097166
118,9.293476631920072
119,11.018746903531104
120,3.93315733602782
121,21.850703923775644
122,5.521232930677424
123,5.434571056014305
124,16.920833210383808
125,7.646554025829689
126,2.2754801110953333
127,8.562848716240048
128,0.2743347550196013
129,2.1947871442703635
130,6.972335117115911
131,11.704469967209818
132,19.255614274240987
133,17.730108081742415
134,11.419475448546175
135,6.537253602238131
136,8.374551704696756
137,20.65134538819009
138,0.2378778965975462
139,11.020954861192802
140,21.891315888937044
141,12.39577480543831
142,25.720519747767813
143,5.160838257696167
144,6.292701767684891
145,7.7240015385175
146,8.50542028855988
147,2.517808592116932
148,13.77351434505756
149,5.633088618699085
150,7.345919290082148
151,11.858267099232467
152,22.613153995335395
153,11.31449384374103
154,8.033752135568633
155,5.284463891530814
156,16.23459014483344
157,1.663730666674815
158,2.429531901894089
159,0.1953802422415595
160,16.211411837639822
161,10.186691502302764
162,2.7742358780823047
163,8.433032939328221
164,7.195636282607183
165,2.6481448435040775
166,0.9800008704320029
167,5.951112167730949
168,16.425983147787424
169,7.7174503861706825
170,5.072549433248296
171,19.870334070866246
172,1.8133566123691622
173,20.868576362644202
174,2.757995193819577
175,10.901322619648521
176,7.411388480478346
177,11.645003759514388
178,6.136888775218335
179,4.065896596675007
180,11.860632581799251
181,3.448260276444073
182,0.17147806155518797
183,7.6208521370986855
184,0.13122287100697477
185,12.866806903323985
186,5.457603182951772
187,19.219409327667478
188,1.8051925018387265
189,1.90368988773518
190,2.1974955784235757
191,4.002709166608177
192,44.69801484461531
193,3.576056449694904
194,5.72416325334779
195,11.174139751836215
196,12.874009962159183
197,13.178582354798639
198,14.05389371076081
199,6.5384896335317375
200,7.070413222519337
